fuel_x0_interval_,fuel_k_interval_,fuel_pw_interval_,fuel_pg_interval_,moisture_x0_interval_,moisture_k_interval_,igntions_x0_interval_,igntions_k_interval_,suppression_x0_interval_,suppression_k_interval_,max_f_interval_,cM_interval_,cMT_interval_,cP_interval_,cD1_interval_,cD2_interval_,sigma_log_,fuel_x0,fuel_k,fuel_pw,fuel_pg,moisture_x0,moisture_k,igntions_x0,igntions_k,suppression_x0,suppression_k,max_f,cM,cMT,cP,cD1,cD2,sigma
0.065839001756327,-4.80712875859221,-1.58506881090605,-1.26646129936659,-0.421083914614743,-3.79271594021911,0.823498667898173,-6.18966243487041,-0.926909727856033,-9.40954391841217,4.28951696547117,-1.09682680865834,-1.80921643205582,-13.2565979709323,-14.7647781863478,-12.0546979305271,-4.0958599037084,0.549361421720744,8.1050590178147,4.23149743212555,0.219863621054651,0.188772224009038,22.0377120237365,1.55982804068376,2.04632279670542,-14.9343747750635,0.081931596048467,0.986473916676578,2503.34926914182,1407.32853675316,0.017487667728071,0.003870242155583,0.058171288210016,0.016641430101065
0.065839001756327,-4.80712875859221,-1.58576324334029,-1.26646129936659,-0.421083914614743,-3.79271594021911,0.823498667898173,-6.1960801947063,-0.926909727856033,-9.40954391841217,4.28951696547117,-1.09682680865834,-1.80850484130034,-13.2659115961756,-14.8375329437393,-12.0546979305271,-4.09580458955112,0.549361421720744,8.1050590178147,4.22963546864889,0.219863621054651,0.188772224009038,22.0377120237365,1.55982804068376,2.03325865694133,-14.9343747750635,0.081931596048467,0.986473916676578,2503.34926914182,1408.18926295201,0.017325550547875,0.003598662855195,0.058171288210016,0.016642350633206
0.066303834120948,-4.80712875859221,-1.58576324334029,-1.26646129936659,-0.421083914614743,-3.79271594021911,0.823498667898173,-6.1960801947063,-0.926909727856033,-9.40954391841217,4.48684497167275,-1.09682680865834,-1.80850484130034,-13.2659115961756,-14.7576686711831,-12.0546979305271,-4.09580458955112,0.549709665795385,8.1050590178147,4.22963546864889,0.219863621054651,0.188772224009038,22.0377120237365,1.55982804068376,2.03325865694133,-14.9343747750635,0.081931596048467,0.988869188377928,2503.34926914182,1408.18926295201,0.017325550547875,0.003897855733418,0.058171288210016,0.016642350633206
0.066091216209324,-4.80712875859221,-1.58576324334029,-1.26646129936659,-0.421083914614743,-3.79271594021911,0.823498667898173,-6.1916441631623,-0.926909727856033,-9.40954391841217,4.48684497167275,-1.09682680865834,-1.80850484130034,-13.2659115961756,-14.7576686711831,-12.0546979305271,-4.09580458955112,0.549550376930975,8.1050590178147,4.22963546864889,0.219863621054651,0.188772224009038,22.0377120237365,1.55982804068376,2.04227983024559,-14.9343747750635,0.081931596048467,0.988869188377928,2503.34926914182,1408.18926295201,0.017325550547875,0.003897855733418,0.058171288210016,0.016642350633206
0.066091216209324,-4.80712875859221,-1.58576324334029,-1.26646129936659,-0.421083914614743,-3.79271594021911,0.823498667898173,-6.21938753603849,-0.926474217760523,-9.40954391841217,4.44727065161119,-1.09911650310721,-1.80454851675927,-13.2659115961756,-14.7576686711831,-12.0546979305271,-4.09580458955112,0.549550376930975,8.1050590178147,4.22963546864889,0.219863621054651,0.188772224009038,22.0377120237365,1.55982804068376,1.98650985522623,-14.9078300713129,0.081931596048467,0.988425062746792,2499.05471710304,1412.98278423985,0.017325550547875,0.003897855733418,0.058171288210016,0.016642350633206
0.066091216209324,-4.80712875859221,-1.58576324334029,-1.26646129936659,-0.421737499883568,-3.79271594021911,0.823498667898173,-6.21178173012628,-0.926474217760523,-9.40954391841217,4.56356385431322,-1.09911650310721,-1.80454851675927,-13.2659115961756,-14.8725743878958,-12.0546979305271,-4.09662648090098,0.549550376930975,8.1050590178147,4.22963546864889,0.219863621054651,0.188303169562338,22.0377120237365,1.55982804068376,2.0016461094788,-14.9078300713129,0.081931596048467,0.98968271598532,2499.05471710304,1412.98278423985,0.017325550547875,0.003474744376487,0.058171288210016,0.016628678048638
0.06561538313444,-4.79534835669684,-1.58576324334029,-1.26646129936659,-0.421737499883568,-3.79271594021911,0.823498667898173,-6.21178173012628,-0.926474217760523,-9.40954391841217,4.56356385431322,-1.09911650310721,-1.80454851675927,-13.2659115961756,-14.6838765374499,-12.0527724085551,-4.09411955703586,0.549193888757924,8.20031688351554,4.22963546864889,0.219863621054651,0.188303169562338,22.0377120237365,1.55982804068376,2.0016461094788,-14.9078300713129,0.081931596048467,0.98968271598532,2499.05471710304,1412.98278423985,0.017325550547875,0.004196365081887,0.058283405558343,0.01667041717503
0.06561538313444,-4.79760336488602,-1.58284345868338,-1.26646129936659,-0.421737499883568,-3.79271594021911,0.823498667898173,-6.21485014057386,-0.926412593264032,-9.41002728286647,4.56356385431322,-1.09911650310721,-1.80454851675927,-13.2659115961756,-14.6838765374499,-12.0527724085551,-4.09579625793846,0.549193888757924,8.18199706492673,4.23746996047477,0.219863621054651,0.188303169562338,22.0377120237365,1.55982804068376,1.99552588838544,-14.9040736027617,0.08189200603938,0.98968271598532,2499.05471710304,1412.98278423985,0.017325550547875,0.004196365081887,0.058283405558343,0.016642489291403
0.066005953809188,-4.80572954692275,-1.58117546069785,-1.26646129936659,-0.421737499883568,-3.79271594021911,0.823498667898173,-6.21485014057386,-0.926412593264032,-9.41337080124163,4.47753275711229,-1.09911650310721,-1.80454851675927,-13.2659115961756,-14.6546285145904,-12.0527724085551,-4.09473915761017,0.549486499820837,8.11631553962181,4.24195237821595,0.219863621054651,0.188303169562338,22.0377120237365,1.55982804068376,1.99552588838544,-14.9040736027617,0.081618678153244,0.988766221600878,2499.05471710304,1412.98278423985,0.017325550547875,0.004320912921176,0.058283405558343,0.016660091374241
0.066005953809188,-4.80869494028848,-1.580486159151,-1.26646129936659,-0.420938994787079,-3.79271594021911,0.822227016598798,-6.2258771329158,-0.925960541409794,-9.41337080124163,4.3804786804208,-1.09911650310721,-1.80454851675927,-13.2659115961756,-14.6546285145904,-12.0527724085551,-4.09696846562161,0.549486499820837,8.09247760356681,4.24380617995949,0.219863621054651,0.188876236333385,22.0377120237365,1.55767095458547,1.97368530920511,-14.8765146387696,0.081618678153244,0.987635432119187,2499.05471710304,1412.98278423985,0.017325550547875,0.004320912921176,0.058283405558343,0.016622992267102
