fuel_x0_interval_,fuel_k_interval_,moisture_x0_interval_,moisture_k_interval_,igntions_x0_interval_,igntions_k_interval_,suppression_x0_interval_,suppression_k_interval_,cM_interval_,cL_interval_,cP_interval_,cD1_interval_,cD2_interval_,cDmax_interval_,sigma_log_,fuel_x0,fuel_k,moisture_x0,moisture_k,igntions_x0,igntions_k,suppression_x0,suppression_k,cM,cL,cP,cD1,cD2,cDmax,sigma
-0.32066158661252364,-8.407146071891589,-7.100785706473379,-4.228989266735021,1.77677688836434,-6.8710496992490455,-4.266953397910335,-9.290993026190193,-6.509586003286998,5.378187257596951,-3.3995258430990485,0.4677934704628023,-12.058214417363565,0.2616170849788078,-4.102438476959623,84.10290451819733,0.22321629739825652,0.1647555436777888,14.357952741655966,11.18879466122306,1.0363124902796994,1.3830480227222224,0.09224289718043102,14.868819662455321,9954.050289246452,323.1028655835949,6148.613676550183,0.057967090066995894,5650.337654773918,0.016532312546581295
-0.32066158661252364,-8.381479009696491,-7.119242081148598,-4.228989266735021,1.7758524648242342,-6.8696411017219665,-4.266953397910335,-9.290993026190193,-6.509586003286998,5.378187257596951,-3.3995258430990485,1.4126288013493609,-12.058214417363565,0.2616170849788078,-4.102438476959623,84.10290451819733,0.22901843525335944,0.16174507938247845,14.357952741655966,11.173916545749533,1.0377717501199895,1.3830480227222224,0.09224289718043102,14.868819662455321,9954.050289246452,323.1028655835949,8041.8024354319095,0.057967090066995894,5650.337654773918,0.016532312546581295
-0.32066158661252364,-8.381479009696491,-7.119242081148598,-4.232900749726545,1.7758524648242342,-6.8696411017219665,-4.266953397910335,-9.290993026190193,-6.514937684239827,5.378187257596951,-3.4256967740065507,1.4126288013493609,-12.058214417363565,0.2616170849788078,-4.102438476959623,84.10290451819733,0.22901843525335944,0.16174507938247845,14.302703230430721,11.173916545749533,1.0377717501199895,1.3830480227222224,0.09224289718043102,14.789576400296458,9954.050289246452,315.01957527878494,8041.8024354319095,0.057967090066995894,5650.337654773918,0.016532312546581295
-0.32066158661252364,-8.381479009696491,-7.119242081148598,-4.2144099667094475,1.7758524648242342,-6.867829327964183,-4.392230206599223,-9.290993026190193,-6.376775165517698,5.378187257596951,-3.4256967740065507,1.4126288013493609,-12.058214417363565,0.2616170849788078,-4.102438476959623,84.10290451819733,0.22901843525335944,0.16174507938247845,14.565743653759457,11.173916545749533,1.0396517054950207,1.2221881243045023,0.09224289718043102,16.977111466909946,9954.050289246452,315.01957527878494,8041.8024354319095,0.057967090066995894,5650.337654773918,0.016532312546581295
-0.32066158661252364,-8.381479009696491,-7.119242081148598,-4.2144099667094475,1.7758524648242342,-6.880195906373642,-4.433674080022651,-9.290993026190193,-6.376775165517698,5.378187257596951,-3.4256967740065507,1.4126288013493609,-12.058214417363565,1.0412462249368357,-4.102438476959623,84.10290451819733,0.22901843525335944,0.16174507938247845,14.565743653759457,11.173916545749533,1.026887063927158,1.1731532581268913,0.09224289718043102,16.977111466909946,9954.050289246452,315.01957527878494,8041.8024354319095,0.057967090066995894,7390.903944411962,0.016532312546581295
-0.32066158661252364,-8.381479009696491,-7.119242081148598,-4.2144099667094475,1.7758524648242342,-6.880195906373642,-4.433674080022651,-9.290993026190193,-6.385186961404938,5.378187257596951,-3.4256967740065507,1.4126288013493609,-12.058214417363565,0.7120667198977575,-4.102438476959623,84.10290451819733,0.22901843525335944,0.16174507938247845,14.565743653759457,11.173916545749533,1.026887063927158,1.1731532581268913,0.09224289718043102,16.835141836685303,9954.050289246452,315.01957527878494,8041.8024354319095,0.057967090066995894,6708.5766842498015,0.016532312546581295
-0.32066158661252364,-8.381479009696491,-7.128949911438665,-4.225598070020843,1.7758524648242342,-6.880195906373642,-4.4230147462069445,-9.294681059378064,-6.385186961404938,7.228062299475731,-3.4256967740065507,1.4126288013493609,-12.058214417363565,0.7120667198977575,-4.102438476959623,84.10290451819733,0.22901843525335944,0.1601837340986171,14.406023407758996,11.173916545749533,1.026887063927158,1.1855761257675106,0.0919033600762435,16.835141836685303,9992.746004578232,315.01957527878494,8041.8024354319095,0.057967090066995894,6708.5766842498015,0.016532312546581295
-0.32066158661252364,-8.381479009696491,-7.128949911438665,-4.2245661192122315,1.7758524648242342,-6.882489218954743,-4.4230147462069445,-9.294681059378064,-6.385186961404938,7.228062299475731,-3.4256967740065507,1.4126288013493609,-12.058214417363565,0.7120667198977575,-4.102438476959623,84.10290451819733,0.22901843525335944,0.1601837340986171,14.420682895591385,11.173916545749533,1.024537199178629,1.1855761257675106,0.0919033600762435,16.835141836685303,9992.746004578232,315.01957527878494,8041.8024354319095,0.057967090066995894,6708.5766842498015,0.016532312546581295
-0.32066158661252364,-8.381479009696491,-7.128949911438665,-4.2245661192122315,1.7758524648242342,-6.883412228482551,-4.365463401003096,-9.294681059378064,-6.385186961404938,7.228062299475731,-3.4256967740065507,1.4553484723246608,-12.058214417363565,0.7120667198977575,-4.102678695861572,84.10290451819733,0.22901843525335944,0.1601837340986171,14.420682895591385,11.173916545749533,1.0235929453952948,1.254927872755304,0.0919033600762435,16.835141836685303,9992.746004578232,315.01957527878494,8108.202045989476,0.057967090066995894,6708.5766842498015,0.016528341649576034
-0.32066158661252364,-8.395405223674482,-7.128949911438665,-4.243298467596214,1.7758524648242342,-6.892170374414164,-4.459359252164311,-9.294681059378064,-6.385186961404938,7.228062299475731,-3.4256967740065507,1.4553484723246608,-12.064403247826363,0.7120667198977575,-4.102678695861572,84.10290451819733,0.22585189597011168,0.1601837340986171,14.156852671012183,11.173916545749533,1.0146763686872349,1.1437445557968942,0.0919033600762435,16.835141836685303,9992.746004578232,315.01957527878494,8108.202045989476,0.05760945146472899,6708.5766842498015,0.016528341649576034
-0.32066158661252364,-8.395405223674482,-7.124217002037427,-4.211355248999401,1.7758524648242342,-6.889637878512993,-4.474730468855668,-9.294681059378064,-6.385186961404938,6.950382020671193,-3.4256967740065507,1.4553484723246608,-12.064403247826363,0.9580725324731727,-4.102678695861572,84.10290451819733,0.22585189597011168,0.1609430545969006,14.609654877490431,11.173916545749533,1.0172466717172757,1.126494771294404,0.0919033600762435,16.835141836685303,9990.426483951784,315.01957527878494,8108.202045989476,0.05760945146472899,7227.357280969873,0.016528341649576034
-0.32066158661252364,-8.395405223674482,-7.124217002037427,-4.211355248999401,1.7758524648242342,-6.882761472943655,-4.474730468855668,-9.294681059378064,-6.385186961404938,4.4758206385761525,-3.4256967740065507,-1.1194013180850269,-12.205010162659299,2.5487061301398386,-4.102678695861572,84.10290451819733,0.22585189597011168,0.1609430545969006,14.609654877490431,11.173916545749533,1.0242585884684157,1.126494771294404,0.0919033600762435,16.835141836685303,9887.471881831989,315.01957527878494,2461.2234978420565,0.050052901844735424,9274.865432076846,0.016528341649576034
-0.32066158661252364,-8.395405223674482,-7.124217002037427,-4.211355248999401,1.7758524648242342,-6.882761472943655,-4.474730468855668,-9.294681059378064,-6.385186961404938,4.578869637412668,-3.4256967740065507,-1.1194013180850269,-12.130740090430024,2.5487061301398386,-4.102678695861572,84.10290451819733,0.22585189597011168,0.1609430545969006,14.609654877490431,11.173916545749533,1.0242585884684157,1.126494771294404,0.0919033600762435,16.835141836685303,9898.378352085456,315.01957527878494,2461.2234978420565,0.05391184266806261,9274.865432076846,0.016528341649576034
-0.32066158661252364,-8.395405223674482,-7.124217002037427,-4.211355248999401,1.7754342061800512,-6.882761472943655,-4.461008046452839,-9.294681059378064,-6.385186961404938,6.49582731849652,-3.4256967740065507,-1.1194013180850269,-12.130740090430024,2.5487061301398386,-4.102678695861572,84.10290451819733,0.22585189597011168,0.1609430545969006,14.609654877490431,11.167181679505413,1.0242585884684157,1.1418818259585723,0.0919033600762435,16.835141836685303,9984.925501632117,315.01957527878494,2461.2234978420565,0.05391184266806261,9274.865432076846,0.016528341649576034
-0.32066158661252364,-8.395405223674482,-7.124217002037427,-4.211355248999401,1.7754342061800512,-6.882761472943655,-4.50312251908072,-9.294681059378064,-6.386645994677115,6.346910749885373,-3.4256967740065507,-0.5643213670517068,-12.130740090430024,2.5487061301398386,-4.102875114518553,84.10290451819733,0.22585189597011168,0.1609430545969006,14.609654877490431,11.167181679505413,1.0242585884684157,1.0953064378960966,0.0919033600762435,16.810637976948026,9982.509130468832,315.01957527878494,3625.481695647059,0.05391184266806261,9274.865432076846,0.016525095493720325
-0.32066158661252364,-8.395405223674482,-7.124217002037427,-4.211355248999401,1.7754342061800512,-6.882761472943655,-4.50312251908072,-9.317355985128698,-6.425435677492647,7.235887085072807,-3.4256967740065507,-0.5643213670517068,-12.130740090430024,-0.9180922796561037,-4.100503052517591,84.10290451819733,0.22585189597011168,0.1609430545969006,14.609654877490431,11.167181679505413,1.0242585884684157,1.0953064378960966,0.08984309192172012,16.172078043164674,9992.802503349787,315.01957527878494,3625.481695647059,0.05391184266806261,2853.4676488097493,0.01656434057228142
-0.32066158661252364,-8.395405223674482,-7.124217002037427,-4.213642129537983,1.7754342061800512,-6.882761472943655,-4.50312251908072,-9.317355985128698,-6.425435677492647,7.235887085072807,-3.4256967740065507,-2.904084165310277,-12.130740090430024,-0.9180922796561037,-4.0987719538337135,84.10290451819733,0.22585189597011168,0.1609430545969006,14.576768977126887,11.167181679505413,1.0242585884684157,1.0953064378960966,0.08984309192172012,16.172078043164674,9992.802503349787,315.01957527878494,519.5203709804623,0.05391184266806261,2853.4676488097493,0.01659303991397476
