fuel_x0_interval_,fuel_k_interval_,moisture_x0_interval_,moisture_k_interval_,igntions_x0_interval_,igntions_k_interval_,suppression_x0_interval_,suppression_k_interval_,cM_interval_,cP_interval_,cD1_interval_,cD2_interval_,cDmax_interval_,sigma_log_,fuel_x0,fuel_k,moisture_x0,moisture_k,igntions_x0,igntions_k,suppression_x0,suppression_k,cM,cP,cD1,cD2,cDmax,sigma
-0.16681264776787733,-9.00171514483935,-8.359572876954699,-4.502240617708417,0.1133157149255032,-13.17119067396756,-7.770279610613962,-9.30371021947193,-6.280683498073943,-2.863251003518438,-1.6754872053605543,-11.793431225388202,2.5757675458024747,-4.085145212683296,91.67865479971664,0.12318314385664693,0.046817902024048126,10.962622221689452,523.5816411309767,0.0019046875498643315,0.04219171387906397,0.09107736015630599,18.686222798226023,540.0038410030894,1576.93962405754,0.07553958863282215,9292.856431455619,0.01682069656012573
-0.16681264776787733,-9.00171514483935,-8.363164726049314,-4.502240617708417,0.1133157149255032,-13.17119067396756,-8.928797366065467,-9.30371021947193,-6.280683498073943,-2.863251003518438,-1.6754872053605543,-11.812393571931722,2.5757675458024747,-4.087471160021043,91.67865479971664,0.12318314385664693,0.046650079985247735,10.962622221689452,523.5816411309767,0.0019046875498643315,0.013249974002911167,0.09107736015630599,18.686222798226023,540.0038410030894,1576.93962405754,0.07412068676302688,9292.856431455619,0.016781617970731157
-0.1682279770548522,-9.00171514483935,-8.363164726049314,-4.502240617708417,0.1133157149255032,-13.17119067396756,-8.87047944141203,-9.30371021947193,-6.280683498073943,-2.8125373702025196,-5.200074087689389,-11.799179313404624,2.0740889954435704,-4.087471160021043,91.60838250610585,0.12318314385664693,0.046650079985247735,10.962622221689452,523.5816411309767,0.0019046875498643315,0.014045549137170507,0.09107736015630599,18.686222798226023,566.5042816801952,54.85894677052082,0.07510662922631547,8883.591409171535,0.016781617970731157
-0.1682279770548522,-9.017985219656913,-8.363164726049314,-4.502240617708417,0.1133157149255032,-13.17119067396756,-8.87047944141203,-9.30371021947193,-6.280683498073943,-2.8263930509307205,-5.200074087689389,-11.799179313404624,-0.7075202549852699,-4.087471160021043,91.60838250610585,0.12119540199257865,0.046650079985247735,10.962622221689452,523.5816411309767,0.0019046875498643315,0.014045549137170507,0.09107736015630599,18.686222798226023,559.1449708881386,54.85894677052082,0.07510662922631547,3301.4700453838473,0.016781617970731157
-0.1682279770548522,-9.010840277608366,-8.363164726049314,-4.502240617708417,0.1133157149255032,-13.17119067396756,-9.17400674188701,-9.30371021947193,-6.280683498073943,-2.8832517109975013,-5.200074087689389,-11.799179313404624,-0.7075202549852699,-4.087471160021043,91.60838250610585,0.12206433094361643,0.046650079985247735,10.962622221689452,523.5816411309767,0.0019046875498643315,0.010368942376590974,0.09107736015630599,18.686222798226023,529.8772806778338,54.85894677052082,0.07510662922631547,3301.4700453838473,0.016781617970731157
-0.1682279770548522,-9.013592185611525,-8.373064287264326,-4.502240617708417,0.11635586946420712,-13.163060005182894,-9.52557455357838,-9.30371021947193,-6.280683498073943,-2.900785449711509,-2.6383607429023646,-11.748055603983131,-0.7075202549852699,-4.087471160021043,91.60838250610585,0.12172892374088459,0.046190649154375985,10.962622221689452,524.3467547943812,0.0019202370319154835,0.007295647607933183,0.09107736015630599,18.686222798226023,521.1474915117328,667.1002292543089,0.07904617238663034,3301.4700453838473,0.016781617970731157
-0.1682279770548522,-8.976207372974827,-8.363235324695294,-4.501181689380542,0.1252308304836172,-13.163060005182894,-9.52557455357838,-9.30371021947193,-6.280683498073943,-2.900785449711509,-2.6383607429023646,-11.847852254837631,0.20039353451707953,-4.087471160021043,91.60838250610585,0.12636528648028758,0.04664678743713223,10.974109539566934,526.5795243030957,0.0019202370319154835,0.007295647607933183,0.09107736015630599,18.686222798226023,521.1474915117328,667.1002292543089,0.07153853404673019,5499.314017158956,0.016781617970731157
-0.1682279770548522,-9.006493594772055,-8.370820643510587,-4.501181689380542,0.11843469221066713,-13.163060005182894,-9.52557455357838,-9.30371021947193,-6.280683498073943,-2.902020758432528,-2.6383607429023646,-11.847852254837631,0.20039353451707953,-4.087471160021043,91.60838250610585,0.12259599548096245,0.04629437684764225,10.974109539566934,524.8698531304609,0.0019202370319154835,0.007295647607933183,0.09107736015630599,18.686222798226023,520.5376013171609,667.1002292543089,0.07153853404673019,5499.314017158956,0.016781617970731157
-0.1682279770548522,-9.006493594772055,-8.370820643510587,-4.507537123213121,0.20172004098080387,-13.163060005182894,-8.62242890943122,-9.314286310701638,-6.280683498073943,-2.9255240040417148,-2.5055171236287066,-11.847852254837631,0.20039353451707953,-4.087471160021043,91.60838250610585,0.12259599548096245,0.04629437684764225,10.905343658154033,545.7622963599812,0.0019202370319154835,0.01799900627227082,0.09011927979608367,18.686222798226023,509.0614719029136,754.7231307419756,0.07153853404673019,5499.314017158956,0.016781617970731157
-0.1687020123089427,-9.006493594772055,-8.370820643510587,-4.507537123213121,0.20172004098080387,-13.163060005182894,-8.62242890943122,-9.314286310701638,-6.280683498073943,-2.9255240040417148,-2.5055171236287066,-11.847852254837631,0.20039353451707953,-4.087471160021043,91.58484811795341,0.12259599548096245,0.04629437684764225,10.905343658154033,545.7622963599812,0.0019202370319154835,0.01799900627227082,0.09011927979608367,18.686222798226023,509.0614719029136,754.7231307419756,0.07153853404673019,5499.314017158956,0.016781617970731157
